database,foundation,label,typecode,role,dependents,share_of_db_pct,entry_points,source_revision
nf.mm,Quine's New Foundations,w3a,wff,syntax constructor,2088,34.94,464,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-3an,|-,assertion,2087,34.92,56,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wral,wff,syntax constructor,2043,34.19,450,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ral,|-,assertion,2039,34.12,97,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cun,class,syntax constructor,1997,33.42,346,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-un,|-,assertion,1997,33.42,7,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wrex,wff,syntax constructor,1970,32.97,548,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-rex,|-,assertion,1968,32.93,153,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,csn,class,syntax constructor,1956,32.73,562,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cdif,class,syntax constructor,1951,32.65,255,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wne,wff,syntax constructor,1951,32.65,333,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-dif,|-,assertion,1950,32.63,11,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ne,|-,assertion,1947,32.58,75,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-sn,|-,assertion,1905,31.88,24,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,c0,class,syntax constructor,1857,31.07,447,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-nul,|-,assertion,1848,30.92,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cpr,class,syntax constructor,1770,29.62,114,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-pr,|-,assertion,1767,29.57,29,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-nin,|-,assertion,1697,28.4,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-sbc,|-,assertion,1685,28.2,10,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wsbc,wff,syntax constructor,1685,28.2,141,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-sn,|-,assertion,1668,27.91,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,copk,class,syntax constructor,1665,27.86,160,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-opk,|-,assertion,1638,27.41,7,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,c1c,class,syntax constructor,1606,26.87,289,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cpw,class,syntax constructor,1601,26.79,101,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-pw,|-,assertion,1596,26.71,14,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-1c,|-,assertion,1594,26.67,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cuni,class,syntax constructor,1585,26.52,120,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-uni,|-,assertion,1585,26.52,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cpw1,class,syntax constructor,1574,26.34,230,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cxpk,class,syntax constructor,1569,26.26,107,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cimak,class,syntax constructor,1568,26.24,105,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-imak,|-,assertion,1567,26.22,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-pw1,|-,assertion,1564,26.17,6,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-xpk,|-,assertion,1564,26.17,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,csik,class,syntax constructor,1549,25.92,83,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-sik,|-,assertion,1548,25.9,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ccnvk,class,syntax constructor,1544,25.84,72,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cins2k,class,syntax constructor,1540,25.77,86,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cins3k,class,syntax constructor,1540,25.77,86,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cssetk,class,syntax constructor,1540,25.77,88,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-cnvk,|-,assertion,1539,25.75,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cif,class,syntax constructor,1538,25.74,73,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ssetk,|-,assertion,1538,25.74,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-if,|-,assertion,1537,25.72,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ins2k,|-,assertion,1535,25.69,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ins3k,|-,assertion,1535,25.69,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cint,class,syntax constructor,1534,25.67,70,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-int,|-,assertion,1534,25.67,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,csymdif,class,syntax constructor,1530,25.6,110,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-symdif,|-,assertion,1529,25.59,6,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cplc,class,syntax constructor,1524,25.5,175,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-addc,|-,assertion,1516,25.37,5,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-xp,|-,assertion,1514,25.33,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-cnv,|-,assertion,1512,25.3,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cp6,class,syntax constructor,1511,25.28,9,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-p6,|-,assertion,1511,25.28,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cnnc,class,syntax constructor,1507,25.22,207,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-typlower,|-,assertion,1506,25.2,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-1c,|-,assertion,1505,25.18,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-si,|-,assertion,1505,25.18,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-sset,|-,assertion,1495,25.02,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cop,class,syntax constructor,1492,24.97,431,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ccomk,class,syntax constructor,1490,24.93,49,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-cok,|-,assertion,1489,24.92,5,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,c0c,class,syntax constructor,1487,24.88,152,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-ins2,|-,assertion,1485,24.85,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-ins3,|-,assertion,1485,24.85,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cuni1,class,syntax constructor,1478,24.73,28,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-uni1,|-,assertion,1478,24.73,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-nnc,|-,assertion,1477,24.72,5,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cimagek,class,syntax constructor,1476,24.7,49,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-imagek,|-,assertion,1476,24.7,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cidk,class,syntax constructor,1444,24.16,49,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-idk,|-,assertion,1444,24.16,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,weu,wff,syntax constructor,1415,23.68,149,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-eu,|-,assertion,1411,23.61,15,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cphi,class,syntax constructor,1381,23.11,29,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-phi,|-,assertion,1379,23.08,6,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-op,|-,assertion,1355,22.67,7,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-mo,|-,assertion,1326,22.19,13,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wmo,wff,syntax constructor,1326,22.19,118,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cio,class,syntax constructor,1309,21.9,53,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-iota,|-,assertion,1308,21.89,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wbr,wff,syntax constructor,1307,21.87,549,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,crab,class,syntax constructor,1304,21.82,95,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-rab,|-,assertion,1304,21.82,53,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-br,|-,assertion,1288,21.55,118,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-0c,|-,assertion,1260,21.08,9,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-reu,|-,assertion,1249,20.9,27,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wreu,wff,syntax constructor,1249,20.9,56,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,copab,class,syntax constructor,1240,20.75,163,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-opab,|-,assertion,1240,20.75,20,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-rmo,|-,assertion,1240,20.75,20,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wrmo,wff,syntax constructor,1240,20.75,33,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-3or,|-,assertion,1229,20.57,20,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,w3o,wff,syntax constructor,1229,20.57,55,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-pss,|-,assertion,1225,20.5,10,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wpss,wff,syntax constructor,1225,20.5,43,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-14,|-,assertion,1206,20.18,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ctfin,class,syntax constructor,1196,20.01,35,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-tfin,|-,assertion,1196,20.01,5,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cfin,class,syntax constructor,1189,19.9,40,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-fin,|-,assertion,1189,19.9,5,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cltfin,class,syntax constructor,1186,19.85,20,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cncfin,class,syntax constructor,1186,19.85,26,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ltfin,|-,assertion,1186,19.85,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ax-13,|-,assertion,1185,19.83,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wsfin,wff,syntax constructor,1185,19.83,21,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ncfin,|-,assertion,1184,19.81,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-sfin,|-,assertion,1184,19.81,13,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,clefin,class,syntax constructor,1183,19.8,15,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-lefin,|-,assertion,1183,19.8,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cspfin,class,syntax constructor,1173,19.63,13,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-spfin,|-,assertion,1173,19.63,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cevenfin,class,syntax constructor,1171,19.6,11,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-evenfin,|-,assertion,1171,19.6,8,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,coddfin,class,syntax constructor,1170,19.58,10,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-oddfin,|-,assertion,1170,19.58,7,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cproj1,class,syntax constructor,1163,19.46,22,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cproj2,class,syntax constructor,1163,19.46,22,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-proj1,|-,assertion,1163,19.46,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-proj2,|-,assertion,1163,19.46,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ccnv,class,syntax constructor,973,16.28,232,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-cnv,|-,assertion,942,15.76,7,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cima,class,syntax constructor,940,15.73,216,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ima,|-,assertion,938,15.7,12,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,crn,class,syntax constructor,884,14.79,233,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-rn,|-,assertion,835,13.97,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cdm,class,syntax constructor,823,13.77,281,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-dm,|-,assertion,792,13.25,14,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ccom,class,syntax constructor,779,13.04,140,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-co,|-,assertion,779,13.04,12,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wfun,wff,syntax constructor,712,11.91,202,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cid,class,syntax constructor,711,11.9,79,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cxp,class,syntax constructor,659,11.03,243,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-id,|-,assertion,657,10.99,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-xp,|-,assertion,649,10.86,18,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-fun,|-,assertion,648,10.84,6,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wfn,wff,syntax constructor,621,10.39,254,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-fn,|-,assertion,590,9.87,41,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cfv,class,syntax constructor,490,8.2,258,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-fv,|-,assertion,484,8.1,10,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cres,class,syntax constructor,478,8.0,162,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-res,|-,assertion,478,8.0,21,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wf,wff,syntax constructor,468,7.83,163,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-f,|-,assertion,465,7.78,37,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,c1st,class,syntax constructor,374,6.26,59,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,c2nd,class,syntax constructor,370,6.19,52,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-1st,|-,assertion,368,6.16,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cswap,class,syntax constructor,364,6.09,21,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-2nd,|-,assertion,364,6.09,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-swap,|-,assertion,364,6.09,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wfo,wff,syntax constructor,364,6.09,61,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-fo,|-,assertion,356,5.96,18,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wf1,wff,syntax constructor,315,5.27,49,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-f1,|-,assertion,314,5.25,19,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ctxp,class,syntax constructor,308,5.15,50,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-txp,|-,assertion,308,5.15,6,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,csset,class,syntax constructor,305,5.1,48,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-sset,|-,assertion,305,5.1,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,wf1o,wff,syntax constructor,302,5.05,106,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-f1o,|-,assertion,297,4.97,11,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,csi,class,syntax constructor,281,4.7,29,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-si,|-,assertion,281,4.7,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cins2,class,syntax constructor,272,4.55,37,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ins2,|-,assertion,272,4.55,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cins3,class,syntax constructor,271,4.53,37,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ins3,|-,assertion,271,4.53,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,co,class,syntax constructor,243,4.07,206,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cins4,class,syntax constructor,242,4.05,18,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,csi3,class,syntax constructor,242,4.05,17,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ins4,|-,assertion,242,4.05,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-si3,|-,assertion,242,4.05,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ov,|-,assertion,240,4.02,33,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,coprab,class,syntax constructor,232,3.88,59,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-oprab,|-,assertion,232,3.88,13,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cimage,class,syntax constructor,227,3.8,13,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-image,|-,assertion,227,3.8,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cen,class,syntax constructor,222,3.71,90,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-en,|-,assertion,217,3.63,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cfuns,class,syntax constructor,216,3.61,11,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-funs,|-,assertion,216,3.61,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cec,class,syntax constructor,212,3.55,47,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cmpt,class,syntax constructor,210,3.51,62,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-mpt,|-,assertion,209,3.5,22,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ec,|-,assertion,206,3.45,11,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cmpt2,class,syntax constructor,185,3.1,31,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,csb,class,syntax constructor,185,3.1,86,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-csb,|-,assertion,185,3.1,18,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-mpt2,|-,assertion,185,3.1,19,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ctrans,class,syntax constructor,183,3.06,15,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-trans,|-,assertion,174,2.91,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cqs,class,syntax constructor,173,2.89,24,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-qs,|-,assertion,173,2.89,6,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cfns,class,syntax constructor,172,2.88,5,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,csym,class,syntax constructor,172,2.88,8,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-fns,|-,assertion,172,2.88,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cer,class,syntax constructor,170,2.84,21,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cnc,class,syntax constructor,170,2.84,101,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-er,|-,assertion,170,2.84,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-sym,|-,assertion,169,2.83,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-nc,|-,assertion,166,2.78,12,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cncs,class,syntax constructor,157,2.63,137,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,ciun,class,syntax constructor,156,2.61,75,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-iun,|-,assertion,156,2.61,8,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-ncs,|-,assertion,149,2.49,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,cmap,class,syntax constructor,90,1.51,44,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
nf.mm,Quine's New Foundations,df-map,|-,assertion,84,1.41,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
