library,module,declaration,generated_term,occurrences,outcome,kernel_reason
Init,Init.Data.Range.Polymorphic.IntLemmas,Int.toList_roc_eq_singleton_iff,_private.Init.Data.Range.Polymorphic.IntLemmas.0.Int.toList_roc_eq_singleton_iff._proof_1_1,7,removed,
Init,Init.Data.Range.Polymorphic.IntLemmas,Int.toList_roo_eq_singleton_iff,_private.Init.Data.Range.Polymorphic.IntLemmas.0.Int.toList_roo_eq_singleton_iff._proof_1_1,7,removed,
Init,Init.Data.Range.Polymorphic.IntLemmas,Int.zero_lt_getElem!_toArray_roc_iff,_private.Init.Data.Range.Polymorphic.IntLemmas.0.Int.zero_lt_getElem!_toArray_roc_iff._proof_1_2,8,removed,
Init,Init.Data.Range.Polymorphic.IntLemmas,Int.zero_ne_getElem!_toList_roo_iff,_private.Init.Data.Range.Polymorphic.IntLemmas.0.Int.zero_ne_getElem!_toList_roo_iff._proof_1_1,7,removed,
Init,Init.Data.Range.Polymorphic.Internal.SignedBitVec,BitVec.Signed.sle_iff_rotate_le_rotate,_private.Init.Data.Range.Polymorphic.Internal.SignedBitVec.0.BitVec.Signed.sle_iff_rotate_le_rotate._proof_1_11,2,removed,
Init,Init.Data.Range.Polymorphic.Internal.SignedBitVec,BitVec.Signed.sle_iff_rotate_le_rotate,_private.Init.Data.Range.Polymorphic.Internal.SignedBitVec.0.BitVec.Signed.sle_iff_rotate_le_rotate._proof_1_28,2,removed,
Init,Init.Data.Range.Polymorphic.Nat,Std.instLawfulRcoIntersectionNat,_private.Init.Data.Range.Polymorphic.Nat.0.Std.instLawfulRcoIntersectionNat._proof_3,11,removed,
Init,Init.Data.Range.Polymorphic.Nat,Std.instLawfulRcoIntersectionNat_1,_private.Init.Data.Range.Polymorphic.Nat.0.Std.instLawfulRcoIntersectionNat_1._proof_1,12,removed,
Init,Init.Data.Range.Polymorphic.Nat,Std.instLawfulRcoIntersectionNat_2,_private.Init.Data.Range.Polymorphic.Nat.0.Std.instLawfulRcoIntersectionNat_2._proof_1,8,removed,
Init,Init.Data.Range.Polymorphic.Nat,Std.instLawfulRcoIntersectionNat_3,_private.Init.Data.Range.Polymorphic.Nat.0.Std.instLawfulRcoIntersectionNat_3._proof_1,10,removed,
Init,Init.Data.Range.Polymorphic.Nat,Std.instLawfulRcoIntersectionNat_4,_private.Init.Data.Range.Polymorphic.Nat.0.Std.instLawfulRcoIntersectionNat_4._proof_1,11,removed,
Init,Init.Data.Range.Polymorphic.Nat,Std.instLawfulRcoIntersectionNat_5,_private.Init.Data.Range.Polymorphic.Nat.0.Std.instLawfulRcoIntersectionNat_5._proof_1,7,removed,
Init,Init.Data.Range.Polymorphic.Nat,Std.instLawfulRcoIntersectionNat_6,_private.Init.Data.Range.Polymorphic.Nat.0.Std.instLawfulRcoIntersectionNat_6._proof_1,7,removed,
Init,Init.Data.Range.Polymorphic.Nat,Std.instLawfulRcoIntersectionNat_7,_private.Init.Data.Range.Polymorphic.Nat.0.Std.instLawfulRcoIntersectionNat_7._proof_1,7,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.getElem!_toArray_roc_eq_zero_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.getElem!_toArray_roc_eq_zero_iff._proof_1_2,2,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.getElem!_toArray_roo_eq_zero_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.getElem!_toArray_roo_eq_zero_iff._proof_1_1,2,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.getElem!_toList_rco_eq_zero_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.getElem!_toList_rco_eq_zero_iff._proof_1_1,2,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.getElem!_toList_rco_eq_zero_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.getElem!_toList_rco_eq_zero_iff._proof_1_2,2,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.getElem!_toList_roc_eq_zero_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.getElem!_toList_roc_eq_zero_iff._proof_1_2,2,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.getElem!_toList_roo_eq_zero_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.getElem!_toList_roo_eq_zero_iff._proof_1_1,2,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.toArray_rcc_eq_singleton_append_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toArray_rcc_eq_singleton_append_iff._proof_1_1,2,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.toArray_rco_eq_singleton_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toArray_rco_eq_singleton_iff._proof_1_1,5,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.toList_rcc_eq_cons_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toList_rcc_eq_cons_iff._proof_1_1,2,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.toList_rcc_eq_nil_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toList_rcc_eq_nil_iff._proof_1_1,2,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.toList_rcc_eq_singleton_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toList_rcc_eq_singleton_iff._proof_1_1,7,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.toList_rcc_ne_nil_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toList_rcc_ne_nil_iff._proof_1_1,2,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.toList_rco_eq_singleton_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toList_rco_eq_singleton_iff._proof_1_1,5,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.toList_ric_eq_singleton_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toList_ric_eq_singleton_iff._proof_1_1,4,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.toList_rio_eq_singleton_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toList_rio_eq_singleton_iff._proof_1_1,7,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.toList_roc_eq_singleton_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toList_roc_eq_singleton_iff._proof_1_1,7,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.toList_roo_eq_singleton_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toList_roo_eq_singleton_iff._proof_1_1,7,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.zero_lt_getElem!_toArray_roc_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.zero_lt_getElem!_toArray_roc_iff._proof_1_2,4,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.zero_lt_getElem!_toArray_roo_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.zero_lt_getElem!_toArray_roo_iff._proof_1_1,3,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.zero_lt_getElem!_toList_rco_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.zero_lt_getElem!_toList_rco_iff._proof_1_1,4,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.zero_lt_getElem!_toList_roc_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.zero_lt_getElem!_toList_roc_iff._proof_1_2,4,removed,
Init,Init.Data.Range.Polymorphic.NatLemmas,Nat.zero_lt_getElem!_toList_roo_iff,_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.zero_lt_getElem!_toList_roo_iff._proof_1_1,3,removed,
Init,Init.Data.Range.Polymorphic.SInt,HasModel.succMany?_eq,_private.Init.Data.Range.Polymorphic.SInt.0.HasModel.succMany?_eq._proof_1_2,2,removed,
Init,Init.Data.SInt.Lemmas,ISize.le_iff_lt_or_eq,_private.Init.Data.SInt.Lemmas.0.ISize.le_iff_lt_or_eq._proof_1_4,2,removed,
Init,Init.Data.SInt.Lemmas,Int16.le_iff_lt_or_eq,_private.Init.Data.SInt.Lemmas.0.Int16.le_iff_lt_or_eq._proof_1_4,2,removed,
Init,Init.Data.SInt.Lemmas,Int32.le_iff_lt_or_eq,_private.Init.Data.SInt.Lemmas.0.Int32.le_iff_lt_or_eq._proof_1_4,2,removed,
Init,Init.Data.SInt.Lemmas,Int64.le_iff_lt_or_eq,_private.Init.Data.SInt.Lemmas.0.Int64.le_iff_lt_or_eq._proof_1_4,2,removed,
Init,Init.Data.SInt.Lemmas,Int8.le_iff_lt_or_eq,_private.Init.Data.SInt.Lemmas.0.Int8.le_iff_lt_or_eq._proof_1_4,2,removed,
Init,Init.Data.String.Basic,String.Pos.Raw.isValid_push,_private.Init.Data.String.Basic.0.String.Pos.Raw.isValid_push._proof_1_5,2,removed,
Init,Init.Data.String.Basic,String.Pos.sliceFrom_inj,_private.Init.Data.String.Basic.0.String.Pos.sliceFrom_inj._proof_1_3,2,removed,
Init,Init.Data.String.Basic,String.Pos.slice_inj,_private.Init.Data.String.Basic.0.String.Pos.slice_inj._proof_1_2,2,removed,
Init,Init.Data.String.Basic,String.Slice.Pos.sliceFrom_inj,_private.Init.Data.String.Basic.0.String.Slice.Pos.sliceFrom_inj._proof_1_4,2,removed,
Init,Init.Data.String.Basic,String.Slice.Pos.slice_inj,_private.Init.Data.String.Basic.0.String.Slice.Pos.slice_inj._proof_1_2,2,removed,
Init,Init.Data.String.Decode,ByteArray.utf8DecodeChar?_eq_utf8DecodeChar?_extract,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?_eq_utf8DecodeChar?_extract._proof_1_4,2,removed,
Init,Init.Data.String.Decode,ByteArray.utf8DecodeChar?_eq_utf8DecodeChar?_extract,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?_eq_utf8DecodeChar?_extract._proof_1_5,2,removed,
Init,Init.Data.String.Decode,ByteArray.utf8DecodeChar?_eq_utf8DecodeChar?_extract,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?_eq_utf8DecodeChar?_extract._proof_1_6,2,removed,
Init,Init.Data.String.Decode,ByteArray.utf8DecodeChar?_eq_utf8DecodeChar?_extract,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?_eq_utf8DecodeChar?_extract._proof_1_7,2,removed,
Init,Init.Data.String.Lemmas.Basic,String.Slice.slice_eq_self_iff,_private.Init.Data.String.Lemmas.Basic.0.String.Slice.slice_eq_self_iff._proof_1_7,2,removed,
Init,Init.Data.String.Lemmas.Order,String.Pos.sliceFrom_le_sliceFrom_iff,_private.Init.Data.String.Lemmas.Order.0.String.Pos.sliceFrom_le_sliceFrom_iff._proof_1_4,2,removed,
Init,Init.Data.String.Lemmas.Order,String.Pos.sliceFrom_lt_sliceFrom_iff,_private.Init.Data.String.Lemmas.Order.0.String.Pos.sliceFrom_lt_sliceFrom_iff._proof_1_6,2,removed,
Init,Init.Data.String.Lemmas.Order,String.Pos.slice_le_slice_iff,_private.Init.Data.String.Lemmas.Order.0.String.Pos.slice_le_slice_iff._proof_1_4,2,removed,
Init,Init.Data.String.Lemmas.Order,String.Pos.slice_lt_slice_iff,_private.Init.Data.String.Lemmas.Order.0.String.Pos.slice_lt_slice_iff._proof_1_6,2,removed,
Init,Init.Data.String.Lemmas.Order,String.Slice.Pos.sliceFrom_le_sliceFrom_iff,_private.Init.Data.String.Lemmas.Order.0.String.Slice.Pos.sliceFrom_le_sliceFrom_iff._proof_1_3,2,removed,
Init,Init.Data.String.Lemmas.Order,String.Slice.Pos.sliceFrom_lt_sliceFrom_iff,_private.Init.Data.String.Lemmas.Order.0.String.Slice.Pos.sliceFrom_lt_sliceFrom_iff._proof_1_5,2,removed,
Init,Init.Data.String.Lemmas.Order,String.Slice.Pos.slice_le_slice_iff,_private.Init.Data.String.Lemmas.Order.0.String.Slice.Pos.slice_le_slice_iff._proof_1_3,2,removed,
Init,Init.Data.String.Lemmas.Order,String.Slice.Pos.slice_lt_slice_iff,_private.Init.Data.String.Lemmas.Order.0.String.Slice.Pos.slice_lt_slice_iff._proof_1_5,2,removed,
Init,Init.Data.String.Lemmas.Pattern.String.ForwardSearcher,String.Slice.Pattern.Model.ForwardSliceSearcher.prefixFunctionRecurrence_eq_prefixFunction,_private.Init.Data.String.Lemmas.Pattern.String.ForwardSearcher.0.String.Slice.Pattern.Model.ForwardSliceSearcher.prefixFunctionRecurrence_eq_prefixFunction._proof_1_11,1,removed,
Init,Init.Data.String.PosRaw,String.Pos.Raw.dec_lt_iff,_private.Init.Data.String.PosRaw.0.String.Pos.Raw.dec_lt_iff._proof_1_3,2,removed,
Init,Init.Data.String.PosRaw,String.Pos.Raw.le_dec,_private.Init.Data.String.PosRaw.0.String.Pos.Raw.le_dec._proof_1_3,2,removed,
Init,Init.Data.String.Termination,String.Slice.Pos.le_iff_remainingBytes_le,_private.Init.Data.String.Termination.0.String.Slice.Pos.le_iff_remainingBytes_le._proof_1_3,2,removed,
Init,Init.Data.String.Termination,String.Slice.Pos.lt_iff_remainingBytes_lt,_private.Init.Data.String.Termination.0.String.Slice.Pos.lt_iff_remainingBytes_lt._proof_1_3,2,removed,
Init,Init.Data.String.Termination,String.Slice.Pos.remainingBytes_inj,_private.Init.Data.String.Termination.0.String.Slice.Pos.remainingBytes_inj._proof_1_3,2,removed,
Init,Init.Grind.Ordered.Int,Lean.Grind.instLawfulOrderLTInt,_private.Init.Grind.Ordered.Int.0.Lean.Grind.instLawfulOrderLTInt._proof_1,5,removed,
Init,Init.Grind.Ordered.Int,Lean.Grind.instOrderedAddInt,_private.Init.Grind.Ordered.Int.0.Lean.Grind.instOrderedAddInt._proof_1,2,removed,
Init,Init.Grind.Ring.Basic,Lean.Grind.IsCharP.mk'_aux,_private.Init.Grind.Ring.Basic.0.Lean.Grind.IsCharP.mk'_aux._proof_1_1,2,removed,
Init,Init.Grind.ToInt,Lean.Grind.IntInterval.wrap_eq_self_iff,_private.Init.Grind.ToInt.0.Lean.Grind.IntInterval.wrap_eq_self_iff._proof_1_10,2,removed,
Init,Init.Grind.ToInt,Lean.Grind.IntInterval.wrap_eq_self_iff,_private.Init.Grind.ToInt.0.Lean.Grind.IntInterval.wrap_eq_self_iff._proof_1_5,2,removed,
Init,Init.Grind.ToInt,Lean.Grind.IntInterval.wrap_eq_self_iff,_private.Init.Grind.ToInt.0.Lean.Grind.IntInterval.wrap_eq_self_iff._proof_1_9,2,removed,
Init,Init.GrindInstances.Nat,Lean.Grind.instExistsAddOfLTNat,_private.Init.GrindInstances.Nat.0.Lean.Grind.instExistsAddOfLTNat._proof_1,2,removed,
Init,Init.GrindInstances.Ring.Nat,Lean.Grind.instLawfulOrderLTNat,_private.Init.GrindInstances.Ring.Nat.0.Lean.Grind.instLawfulOrderLTNat._proof_1,5,removed,
Init,Init.GrindInstances.Ring.Nat,Lean.Grind.instOrderedRingNat,_private.Init.GrindInstances.Ring.Nat.0.Lean.Grind.instOrderedRingNat._proof_1,2,removed,
Lean,Lean.Meta.Sym.Simp.Have,Lean.Meta.Sym.Simp.toHave,_private.Lean.Meta.Sym.Simp.Have.0.Lean.Meta.Sym.Simp.toHave._proof_1,1,removed,
Lean,Lean.Util.Diff,Lean.Diff.diff,_private.Lean.Util.Diff.0.Lean.Diff.diff._proof_1,1,removed,
Lean,Lean.Util.Diff,Lean.Diff.diff,_private.Lean.Util.Diff.0.Lean.Diff.diff._proof_2,1,removed,
Mathlib,Mathlib.Algebra.Group.Fin.Basic,Fin.lt_sub_iff,_private.Mathlib.Algebra.Group.Fin.Basic.0.Fin.lt_sub_iff._proof_1_3,2,removed,
Mathlib,Mathlib.Algebra.SkewPolynomial.Basic,SkewPolynomial.coeff_erase,SkewPolynomial.coeff_erase,1,kernel rejected,"(kernel) declaration type mismatch, 'SkewPolynomial.coeff_erase.subst' has type   ∀ {R : Type u_1} [inst : Semiring R] (p : SkewPolynomial R) (n i : ℕ),     (if"
Mathlib,Mathlib.CategoryTheory.Limits.Shapes.BinaryBiproducts,CategoryTheory.Limits.BinaryBicone.toBiconeFunctor,CategoryTheory.Limits.BinaryBicone.toBiconeFunctor._proof_1,7,kernel rejected,"(kernel) declaration type mismatch, 'CategoryTheory.Limits.BinaryBicone.toBiconeFunctor._proof_1.subst' has type   ∀ {C : Type u_2} [inst : CategoryTheory.Categ"
Mathlib,Mathlib.Data.List.Infix,List.take_isPrefix_take,_private.Mathlib.Data.List.Infix.0.List.take_isPrefix_take._proof_1_3,2,removed,
Mathlib,Mathlib.LinearAlgebra.RootSystem.Finite.G2,RootPairing.EmbeddedG2.isOrthogonal_short_and_long_aux,_private.Mathlib.LinearAlgebra.RootSystem.Finite.G2.0.RootPairing.EmbeddedG2.isOrthogonal_short_and_long_aux._proof_1_1,2,removed,
Mathlib,Mathlib.Logic.Equiv.Defs,Equiv.propEquivBool,Equiv.propEquivBool._proof_2,1,kernel rejected,(kernel) application type mismatch   congrArg Eq Bool.decide_eq_true argument has type   decide (b = true) = b but function has type   (fun p => decide p) ((fun
Mathlib,Mathlib.MeasureTheory.VectorMeasure.Basic,MeasureTheory.VectorMeasure.dirac,MeasureTheory.VectorMeasure.dirac._proof_1,1,kernel rejected,"(kernel) declaration type mismatch, 'MeasureTheory.VectorMeasure.dirac._proof_1.subst' has type   ∀ {β : Type u_2} {M : Type u_1} [inst : AddCommMonoid M] [inst"
Mathlib,Mathlib.Order.Interval.Finset.Box,Int.mem_box,_private.Mathlib.Order.Interval.Finset.Box.0.Int.mem_box._proof_1_5,12,still classical,
Mathlib,Mathlib.Tactic.DeriveFintype,Mathlib.Deriving.Fintype.mkFintypeInstanceHandler,_private.Mathlib.Tactic.DeriveFintype.0.Mathlib.Deriving.Fintype.mkFintypeInstanceHandler._proof_1,1,removed,
Plausible,Plausible.Gen,Plausible.Gen.chooseNatLt,_private.Plausible.Gen.0.Plausible.Gen.chooseNatLt._proof_4,2,removed,
Std,Std.Data.DTreeMap.Internal.Balanced,Std.DTreeMap.Internal.Impl.balancedAtRoot_one_one,_private.Std.Data.DTreeMap.Internal.Balanced.0.Std.DTreeMap.Internal.Impl.balancedAtRoot_one_one._proof_1_1,1,removed,
Std,Std.Data.DTreeMap.Internal.Balanced,Std.DTreeMap.Internal.Impl.balancedAtRoot_one_two,_private.Std.Data.DTreeMap.Internal.Balanced.0.Std.DTreeMap.Internal.Impl.balancedAtRoot_one_two._proof_1_1,2,removed,
Std,Std.Data.DTreeMap.Internal.Balanced,Std.DTreeMap.Internal.Impl.balancedAtRoot_two_one,_private.Std.Data.DTreeMap.Internal.Balanced.0.Std.DTreeMap.Internal.Impl.balancedAtRoot_two_one._proof_1_1,2,removed,
Std,Std.Data.DTreeMap.Internal.Balanced,Std.DTreeMap.Internal.Impl.balancedAtRoot_zero_iff,_private.Std.Data.DTreeMap.Internal.Balanced.0.Std.DTreeMap.Internal.Impl.balancedAtRoot_zero_iff._proof_1_1,2,removed,
Std,Std.Data.DTreeMap.Internal.Balanced,Std.DTreeMap.Internal.Impl.balancedAtRoot_zero_iff',_private.Std.Data.DTreeMap.Internal.Balanced.0.Std.DTreeMap.Internal.Impl.balancedAtRoot_zero_iff'._proof_1_1,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.BalanceLPrecond.erase,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.BalanceLPrecond.erase._proof_1_1,6,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.BalancedAtRoot.adjust_left,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.BalancedAtRoot.adjust_left._proof_1_1,10,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.BalancedAtRoot.erase_left,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.BalancedAtRoot.erase_left._proof_1_1,6,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balance!_desc,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balance!_desc._proof_1_3,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balance!_eq_balanceₘ,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balance!_eq_balanceₘ._proof_1_19,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balance!_eq_balanceₘ,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balance!_eq_balanceₘ._proof_1_9,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanceLErasePrecond_zero_iff,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanceLErasePrecond_zero_iff._proof_1_1,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanceLErasePrecond_zero_iff',_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanceLErasePrecond_zero_iff'._proof_1_1,6,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanced_doubleL,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanced_doubleL._proof_1_1,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanced_doubleL,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanced_doubleL._proof_1_2,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanced_doubleL,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanced_doubleL._proof_1_3,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanced_doubleR,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanced_doubleR._proof_1_1,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanced_doubleR,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanced_doubleR._proof_1_2,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanced_doubleR,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanced_doubleR._proof_1_3,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanced_singleL,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanced_singleL._proof_1_1,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanced_singleL,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanced_singleL._proof_1_2,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanced_singleR,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanced_singleR._proof_1_1,2,removed,
Std,Std.Data.DTreeMap.Internal.Balancing,Std.DTreeMap.Internal.Impl.balanced_singleR,_private.Std.Data.DTreeMap.Internal.Balancing.0.Std.DTreeMap.Internal.Impl.balanced_singleR._proof_1_2,2,removed,
Std,Std.Data.DTreeMap.Internal.Model,Std.DTreeMap.Internal.Impl.updateCell,_private.Std.Data.DTreeMap.Internal.Model.0.Std.DTreeMap.Internal.Impl.updateCell._proof_30,10,removed,
Std,Std.Data.DTreeMap.Internal.Model,Std.DTreeMap.Internal.Impl.updateCell,_private.Std.Data.DTreeMap.Internal.Model.0.Std.DTreeMap.Internal.Impl.updateCell._proof_59,10,removed,
Std,Std.Data.DTreeMap.Internal.Operations,Std.DTreeMap.Internal.Impl.erase,_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.erase._proof_11,6,removed,
Std,Std.Data.DTreeMap.Internal.Operations,Std.DTreeMap.Internal.Impl.erase,_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.erase._proof_22,6,removed,
Std,Std.Data.DTreeMap.Internal.Operations,Std.DTreeMap.Internal.Impl.insert,_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.insert._proof_11,6,removed,
Std,Std.Data.DTreeMap.Internal.Operations,Std.DTreeMap.Internal.Impl.insert,_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.insert._proof_22,6,removed,
Std,Std.Data.DTreeMap.Internal.Operations,Std.DTreeMap.Internal.Impl.insertMax,_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.insertMax._proof_5,6,removed,
Std,Std.Data.DTreeMap.Internal.Operations,Std.DTreeMap.Internal.Impl.insertMin,_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.insertMin._proof_10,6,removed,
Std,Std.Data.DTreeMap.Internal.Operations,Std.DTreeMap.Internal.Impl.link,_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.link._proof_19,6,removed,
Std,Std.Data.DTreeMap.Internal.Operations,Std.DTreeMap.Internal.Impl.link,_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.link._proof_29,6,removed,
Std,Std.Data.DTreeMap.Internal.Operations,Std.DTreeMap.Internal.Impl.link,_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.link._proof_37,2,removed,
Std,Std.Data.DTreeMap.Internal.Operations,Std.DTreeMap.Internal.Impl.link2,_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.link2._proof_24,6,removed,
Std,Std.Data.DTreeMap.Internal.Operations,Std.DTreeMap.Internal.Impl.link2,_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.link2._proof_40,6,removed,
Std,Std.Sat.AIG.Basic,Std.Sat.AIG.mkGate,_private.Std.Sat.AIG.Basic.0.Std.Sat.AIG.mkGate._proof_1,2,removed,
Std,Std.Sat.AIG.Cached,Std.Sat.AIG.mkGateCached,_private.Std.Sat.AIG.Cached.0.Std.Sat.AIG.mkGateCached._proof_1,2,removed,
Std,Std.Tactic.BVDecide.Bitblast.BVExpr.Basic,Std.Tactic.BVDecide.BVExpr.decEq,_private.Std.Tactic.BVDecide.Bitblast.BVExpr.Basic.0.Std.Tactic.BVDecide.BVExpr.decEq._proof_112,2,removed,
Std,Std.Tactic.BVDecide.Bitblast.BVExpr.Basic,Std.Tactic.BVDecide.BVExpr.decEq,_private.Std.Tactic.BVDecide.Bitblast.BVExpr.Basic.0.Std.Tactic.BVDecide.BVExpr.decEq._proof_99,2,removed,
Std,Std.Tactic.BVDecide.LRAT.Internal.Convert,Std.Tactic.BVDecide.LRAT.Internal.CNF.lift,_private.Std.Tactic.BVDecide.LRAT.Internal.Convert.0.Std.Tactic.BVDecide.LRAT.Internal.CNF.lift._proof_1,2,removed,
